influencer_id,name,influencer_type,mapped_outlet_id,state,city,mobile,loyalty_tier,last_app_login,data_quality_note
PIDINF000602,Hari Prasad,Mason,PIDOUT004764,Tamil Nadu,Hosur,6442999898,Inactive,2025-12-05,mapped to old outlet
PIDINF000603,Senthil Das,Painter,PIDOUT008616,Karnataka,Tumakuru,6381918689,Bronze,,
PIDINF000604,Lakshmi Babu,Mason,PIDOUT004057,Andhra Pradesh,Tirupati,7532050907,Platinum,2024-04-30,
PIDINF000605,Yusuf Shetty,Mason,PIDOUT005482,Kerala,Kochi,9190422316,Bronze,2025-05-30,inactive but purchases seen
PIDINF000606,Geetha Das,Mason,PIDOUT006741,Andhra Pradesh,Kadapa,6367473865,Platinum,,mapped to old outlet
PIDINF000607,Farida Shetty,Mason,PIDOUT007050,Kerala,Kochi,6774955918,Gold,2024-11-18,name in local language in app
PIDINF000608,Rafiq Varma,Waterproofing applicator,PIDOUT001679,Telangana,Hyderabad,8698418130,Inactive,2025-07-11,
PIDINF000609,Senthil Joseph,Mason,PIDOUT001978,Puducherry,Karaikal,9474589781,Inactive,2026-01-23,mapped to old outlet
PIDINF000610,Hari Naidu,Mason,PIDOUT007981,Telangana,Karimnagar,9499714045,Silver,2026-03-04,mapped to old outlet
PIDINF000611,Sanjay Babu,Carpenter,PIDOUT004397,PY,Karaikal,9509370518,Gold,2025-02-14,name in local language in app
PIDINF000612,Bala Rao,Painter,PIDOUT001826,Karnataka,Shivamogga,,Gold,,
PIDINF000613,Ganesh Joseph,Carpenter,PIDOUT005560,ANDHRA,Rajahmundry,6531044945,Inactive,2024-04-05,
PIDINF000614,Farida Khan,Mason,PIDOUT008534,Telangana,Khammam,6567939688,Silver,2024-12-16,mapped to old outlet
PIDINF000615,Priya Patil,Painter,PIDOUT002761,Andhra Pradesh,Kadapa,8156140854,Inactive,2025-06-18,mapped to old outlet
PIDINF000616,Lokesh Babu,Carpenter,PIDOUT006564,Andhra Pradesh,Guntur,7845878051,Gold,2025-08-07,
PIDINF000617,Kavya Shetty,Mason,PIDOUT004678,Andhra Pradesh,Kakinada,7362790113,Bronze,2025-06-21,name in local language in app
PIDINF000618,Venkatesh Babu,Carpenter,PIDOUT005714,Tamil Nadu,Tirunelveli,9922549777,Bronze,,
PIDINF000619,Bala Varma,Waterproofing applicator,PIDOUT000695,Kerala,Kollam,9693926998,Silver,,
PIDINF000620,Sowmya Varma,Painter,PIDOUT008795,Andhra Pradesh,Guntur,6933072101,Inactive,2025-04-01,mapped to old outlet
PIDINF000621,Priya Acharya,Waterproofing applicator,PIDOUT007199,Kerala,Kottayam,6985928046,Platinum,,
PIDINF000622,Chandra Shetty,Waterproofing applicator,PIDOUT004606,Andhra Pradesh,Ongole,6298789187,Platinum,,inactive but purchases seen
PIDINF000623,Hari Gowda,Tile contractor,PIDOUT001793,Andhra Pradesh,Guntur,9496720155,Bronze,,same mobile as dealer
PIDINF000624,Rafiq Pillai,Tile contractor,PIDOUT004317,Tamil Nadu,Salem,8824525847,Silver,,same mobile as dealer
PIDINF000625,Senthil Iyer,Mason,PIDOUT003023,Andhra Pradesh,Visakhapatnam,7015569090,Bronze,2026-01-28,name in local language in app
PIDINF000626,Naveen Pillai,Painter,PIDOUT006310,Tamilnadu,Kanchipuram,NA,Bronze,2024-12-07,mapped to old outlet
PIDINF000627,Priya Patil,Tile contractor,PIDOUT001059,Andhra Pradesh,Visakhapatnam,7823200646,Bronze,2024-10-03,name in local language in app
PIDINF000628,Priya Das,Tile contractor,PIDOUT006480,Tamil Nadu,Vellore,9042075737,Inactive,,mapped to old outlet
PIDINF000629,Revathi Kumar,Mason,PIDOUT001814,Karnataka,Mangaluru,8599654500,Silver,2024-10-02,
PIDINF000630,Sowmya Joseph,Tile contractor,PIDOUT000321,Andhra Pradesh,Vijayawada,6270795508,Inactive,2025-02-25,inactive but purchases seen
PIDINF000631,Bala Babu,Tile contractor,PIDOUT006108,Telangana,Adilabad,7744107127,Platinum,2024-07-28,name in local language in app
PIDINF000632,Sowmya Khan,Waterproofing applicator,PIDOUT001135,TS,Mahbubnagar,9354737346,Inactive,2025-01-16,same mobile as dealer
PIDINF000633,Sanjay Nair,Tile contractor,PIDOUT001117,Andhra Pradesh,Visakhapatnam,9189268609,Inactive,2025-05-25,inactive but purchases seen
PIDINF000634,Deepak Menon,Painter,PIDOUT007713,TN,Erode,9567898513,Bronze,2025-10-27,name in local language in app
PIDINF000635,Sanjay Rao,Waterproofing applicator,PIDOUT008366,Karnataka,Shivamogga,7470777036,Gold,,
PIDINF000636,Farida Nair,Painter,PIDOUT005026,Telangana,Karimnagar,7768902503,Bronze,2024-04-14,inactive but purchases seen
PIDINF000637,Kavya Reddy,Tile contractor,PIDOUT003791,Andhra Pradesh,Kadapa,8673601775,Gold,,mapped to old outlet
PIDINF000638,Chandra Khan,Tile contractor,PIDOUT005128,Tamil Nadu,Erode,8815967817,Platinum,2025-07-09,inactive but purchases seen
PIDINF000639,Revathi Rao,Carpenter,PIDOUT002945,Kerala,Palakkad,9065797023,Inactive,2024-12-24,
PIDINF000640,Sanjay Joseph,Mason,PIDOUT005303,Tamil Nadu,Tirunelveli,8340008517,Silver,2025-12-25,name in local language in app
PIDINF000641,Venkatesh Varma,Carpenter,PIDOUT006252,Karnataka,Davanagere,6937043212,Inactive,16/02/2026,inactive but purchases seen
PIDINF000642,Hari Gowda,Carpenter,PIDOUT005872,Andhra Pradesh,Kurnool,9436650301,Silver,2025-12-27,same mobile as dealer
PIDINF000643,Karthik Gowda,Tile contractor,PIDOUT005534,Andhra Pradesh,Tirupati,9241833551,Inactive,2024-10-16,
PIDINF000644,Kavya Pillai,Waterproofing applicator,PIDOUT000925,Telangana,Nalgonda,6629752567,Bronze,,same mobile as dealer
PIDINF000645,Lakshmi Naidu,Painter,PIDOUT005738,Tamil Nadu,Thanjavur,7777887167,Gold,2024-06-09,
PIDINF000646,Senthil Shetty,Carpenter,PIDOUT003357,Karnataka,Belagavi,7714003504,Silver,,same mobile as dealer
PIDINF000647,Lakshmi Pillai,Mason,PIDOUT005360,Tamilnadu,Vellore,9861488821,Platinum,,
PIDINF000648,Meena Nair,Waterproofing applicator,PIDOUT004781,Andhra Pradesh,Vijayawada,8978423286,Platinum,2025-12-06,name in local language in app
PIDINF000649,Chandra Varma,Mason,PIDOUT003529,Kerala,Thiruvananthapuram,7074337172,Gold,31/05/2025,inactive but purchases seen
PIDINF000650,Rafiq Acharya,Waterproofing applicator,PIDOUT007663,Puducherry,Karaikal,6587739036,Platinum,2024-05-29,mapped to old outlet
PIDINF000651,Manoj Iyer,Waterproofing applicator,PIDOUT004662,Kerala,Kannur,7722151155,Inactive,2025-12-13,
PIDINF000652,Hari Menon,Carpenter,PIDOUT004740,Kerala,Alappuzha,8350482033,Platinum,2025-12-11,name in local language in app
PIDINF000653,Priya Babu,Mason,PIDOUT004792,Karnataka,Hubballi,8095264128,Silver,09-Aug-24,
PIDINF000654,Yusuf Prasad,Waterproofing applicator,PIDOUT000558,Andhra Pradesh,Anantapur,6446695478,Gold,07/08/2025,same mobile as dealer
PIDINF000655,Meena Patil,Carpenter,PIDOUT004512,Karnataka,Raichur,7097752704,Bronze,07/21/2024,mapped to old outlet
PIDINF000656,Deepak Naidu,Painter,PIDOUT007519,KA,Tumakuru,6538257335,Silver,2026-03-10,
PIDINF000657,Rafiq Patil,Waterproofing applicator,PIDOUT001000,Kerala,Kochi,7944990434,Gold,25/04/2025,same mobile as dealer
PIDINF000658,Suresh Reddy,Waterproofing applicator,PIDOUT007849,Kerala,Kochi,7462691895,Silver,14/05/2025,
PIDINF000659,Manoj Naidu,Painter,PIDOUT006332,Andhra Pradesh,Ongole,6236773938,Gold,2024-10-21,same mobile as dealer
PIDINF000660,Priya Das,Waterproofing applicator,PIDOUT007879,Karnataka,Raichur,7721349315,Silver,2024-06-16,name in local language in app
PIDINF000661,Jagan Prasad,Carpenter,PIDOUT007787,Karnataka,Shivamogga,9454858038,Gold,,mapped to old outlet
PIDINF000662,Lakshmi Rao,Waterproofing applicator,PIDOUT003099,Andhra Pradesh,Tirupati,6355112445,Platinum,2025-01-21,mapped to old outlet
PIDINF000663,Sowmya Gowda,Mason,PIDOUT002287,Kerala,Alappuzha,9600472020,Platinum,,same mobile as dealer
PIDINF000664,Priya Varma,Waterproofing applicator,PIDOUT000377,TELANGANA,Nizamabad,6775232480,Bronze,2024-12-28,same mobile as dealer
PIDINF000665,Lakshmi Das,Mason,PIDOUT001114,Andhra Pradesh,Visakhapatnam,6080873047,Silver,02/05/2024,mapped to old outlet
PIDINF000666,Lokesh Menon,Carpenter,PIDOUT007341,Tamil Nadu,Cuddalore,7654985337,Silver,,same mobile as dealer
PIDINF000667,Senthil Menon,Tile contractor,PIDOUT004108,KARNATAKA,Tumakuru,9151166132,Bronze,2025-05-15,same mobile as dealer
PIDINF000668,Meena Varma,Mason,PIDOUT002349,Tamilnadu,Hosur,7821640164,Bronze,01/25/2025,mapped to old outlet
PIDINF000669,Lokesh Joseph,Tile contractor,PIDOUT001986,Kerala,Kannur,9005386337,Inactive,2025-07-12,inactive but purchases seen
PIDINF000670,Geetha Rao,Carpenter,PIDOUT003025,A.P.,Rajahmundry,7533128346,Inactive,2024-11-24,name in local language in app
PIDINF000671,Lakshmi Das,Waterproofing applicator,PIDOUT000581,Andhra Pradesh,Vijayawada,9555619884,Platinum,2025-05-05,mapped to old outlet
PIDINF000672,Prakash Babu,Painter,PIDOUT002547,KERALA,Kollam,6442500183,Bronze,20-Sep-25,name in local language in app
PIDINF000673,Priya Gowda,Tile contractor,PIDOUT007854,Tamil Nadu,Coimbatore,7119758744,Silver,2024-09-06,
PIDINF000674,Anand Iyer,Carpenter,PIDOUT004453,Tamil Nadu,Cuddalore,6136080533,Platinum,2025-06-20,mapped to old outlet
PIDINF000675,Suresh Khan,Carpenter,PIDOUT000707,Telangana,Khammam,7092143505,Platinum,2025-03-21,
PIDINF000676,Jagan Nair,Carpenter,PIDOUT005217,TG,Mahbubnagar,6255126594,Platinum,2025-01-30,
PIDINF000677,Lokesh Iyer,Waterproofing applicator,PIDOUT003621,Andhra Pradesh,Ongole,9077659398,Platinum,2025-10-14,same mobile as dealer
PIDINF000678,Rafiq Acharya,Mason,PIDOUT002067,Telangana,Karimnagar,9380961395,Inactive,2025-05-07,mapped to old outlet
PIDINF000679,Sowmya Reddy,Waterproofing applicator,PIDOUT002867,Andhra Pradesh,Kurnool,7853801318,Silver,,
PIDINF000680,Rafiq Pillai,Waterproofing applicator,PIDOUT001003,Karnataka,Belagavi,6707656039,Gold,2024-11-23,name in local language in app
PIDINF000681,Sanjay Iyer,Carpenter,PIDOUT004338,Telangana,Nalgonda,7685644191,Silver,,
PIDINF000682,Hari Nair,Waterproofing applicator,PIDOUT006420,Andhra Pradesh,Kakinada,7072157268,Silver,2025-03-27,
PIDINF000683,Karthik Kumar,Carpenter,PIDOUT005924,Tamil Nadu,Kanchipuram,6535719493,Inactive,08/21/2024,same mobile as dealer
PIDINF000684,Geetha Babu,Tile contractor,PIDOUT002027,Karnataka,Raichur,7529762200,Bronze,,name in local language in app
PIDINF000685,Rafiq Varma,Tile contractor,PIDOUT005890,Karnataka,Bengaluru,6238974405,Silver,2025-10-14,same mobile as dealer
PIDINF000686,Bala Patil,Mason,PIDOUT004892,Tamil Nadu,Tirunelveli,7332681706,Inactive,2025-01-05,same mobile as dealer
PIDINF000687,Senthil Nair,Carpenter,PIDOUT003721,Karnataka,Davanagere,9864736001,Inactive,14/11/2024,mapped to old outlet
PIDINF000688,Sanjay Patil,Mason,PIDOUT007405,Tamil Nadu,Salem,9568617407,Bronze,2025-04-07,inactive but purchases seen
PIDINF000689,Sanjay Varma,Carpenter,PIDOUT000968,Karnataka,Udupi,6135581271,Platinum,28-Feb-25,same mobile as dealer
PIDINF000690,Senthil Varma,Waterproofing applicator,PIDOUT003578,Kerala,Thrissur,6538604127,Silver,2024-11-24,
PIDINF000691,Suresh Varma,Tile contractor,PIDOUT007437,Telangana,Nizamabad,6109456575,Silver,,
PIDINF000692,Senthil Pillai,Mason,PIDOUT004529,Telangana,Mahbubnagar,9087542186,Platinum,2024-06-01,inactive but purchases seen
PIDINF000693,Prakash Prasad,Tile contractor,PIDOUT004938,Telangana,Siddipet,8802741296,Inactive,2024-04-07,name in local language in app
PIDINF000694,Jagan Patil,Painter,PIDOUT005485,Karnataka,Kalaburagi,8818119741,Bronze,,same mobile as dealer
PIDINF000695,Suresh Iyer,Tile contractor,PIDOUT006385,Telangana,Siddipet,8458295537,Platinum,,inactive but purchases seen
PIDINF000696,Geetha Nair,Waterproofing applicator,PIDOUT003823,Kerala,Kochi,6783769116,Bronze,,mapped to old outlet
PIDINF000697,Senthil Joseph,Painter,PIDOUT003443,Tamilnadu,Cuddalore,8560308682,Silver,24-May-25,mapped to old outlet
PIDINF000698,Lakshmi Reddy,Painter,PIDOUT002288,Andhra Pradesh,Vijayawada,7755503774,Gold,22/06/2024,name in local language in app
PIDINF000699,Geetha Nair,Carpenter,PIDOUT000226,Telangana,Suryapet,6695761405,Platinum,2025-02-23,name in local language in app
PIDINF000700,Ganesh Varma,Waterproofing applicator,PIDOUT006738,Tamil Nadu,Salem,8821653691,Bronze,09/07/2024,mapped to old outlet
PIDINF000701,Prakash Prasad,Waterproofing applicator,PIDOUT000843,Telangana,Khammam,8955322765,Gold,01/03/2025,
PIDINF000702,Hari Naidu,Painter,PIDOUT005456,Karnataka,Davanagere,9413935554,Silver,2024-08-29,name in local language in app
PIDINF000703,Prakash Babu,Carpenter,PIDOUT000743,Andhra Pradesh,Visakhapatnam,8349981225,Inactive,2025-03-29,inactive but purchases seen
PIDINF000704,Sowmya Nair,Painter,PIDOUT008149,Tamil Nadu,Thanjavur,6904784733,Platinum,05-Feb-25,inactive but purchases seen
PIDINF000705,Lakshmi Acharya,Painter,PIDOUT002429,Andhra Pradesh,Ongole,8008359421,Platinum,,inactive but purchases seen
PIDINF000706,Arun Iyer,Tile contractor,PIDOUT005655,Telangana,Hyderabad,8207485237,Platinum,2024-05-28,same mobile as dealer
PIDINF000707,Kavya Shetty,Tile contractor,PIDOUT008713,Karnataka,Shivamogga,,Bronze,2024-12-09,
PIDINF000708,Ganesh Naidu,Mason,PIDOUT005673,Tamil Nadu,Tirunelveli,7549862294,Inactive,2025-09-05,mapped to old outlet
PIDINF000709,Chandra Iyer,Tile contractor,PIDOUT001373,Karnataka,Shivamogga,6719152064,Gold,,same mobile as dealer
PIDINF000710,Venkatesh Iyer,Waterproofing applicator,PIDOUT001694,Karnataka,Udupi,8208339706,Silver,01/09/2025,
PIDINF000711,Irfan Iyer,Tile contractor,PIDOUT002013,Andhra Pradesh,Tirupati,9375488788,Gold,2025-01-14,inactive but purchases seen
PIDINF000712,Hari Khan,Carpenter,PIDOUT007542,Telangana,Mahbubnagar,6712143823,Silver,2026-03-18,same mobile as dealer
PIDINF000713,Priya Gowda,Carpenter,PIDOUT004838,Kerala,Thiruvananthapuram,7844033021,Bronze,2024-07-24,
PIDINF000714,Revathi Babu,Mason,PIDOUT005566,Kerala,Thrissur,8388182494,Platinum,2024-12-05,mapped to old outlet
PIDINF000715,Anand Prasad,Waterproofing applicator,PIDOUT002366,Andhra Pradesh,Rajahmundry,8772319365,Silver,2024-10-30,mapped to old outlet
PIDINF000716,Geetha Kumar,Tile contractor,PIDOUT007316,Andhra Pradesh,Guntur,6311642549,Platinum,2024-08-11,same mobile as dealer
PIDINF000717,Jagan Naidu,Waterproofing applicator,PIDOUT007721,Andhra Pradesh,Guntur,6313379607,Inactive,2026-03-03,
PIDINF000718,Priya Varma,Painter,PIDOUT003315,Andhra Pradesh,Guntur,6099237633,Platinum,2026-01-15,inactive but purchases seen
PIDINF000719,Geetha Acharya,Mason,PIDOUT000939,Karnataka,Udupi,6136672961,Gold,2025-04-21,inactive but purchases seen
PIDINF000720,Kavya Reddy,Waterproofing applicator,PIDOUT008610,Telangana,Karimnagar,9581380341,Silver,2025-04-23,name in local language in app
PIDINF000721,Bala Prasad,Tile contractor,PIDOUT008850,Telangana,Nizamabad,7751798986,Bronze,2024-06-25,same mobile as dealer
PIDINF000722,Anand Khan,Mason,PIDOUT000081,Karnataka,Davanagere,7266970398,Silver,2025-05-04,same mobile as dealer
PIDINF000723,Suresh Shetty,Painter,PIDOUT006776,Andhra Pradesh,Vijayawada,6625056249,Platinum,07-Oct-25,mapped to old outlet
PIDINF000724,Jagan Shetty,Waterproofing applicator,PIDOUT001980,Karnataka,Belagavi,6363888125,Platinum,2025-04-11,mapped to old outlet
PIDINF000725,Suresh Pillai,Painter,PIDOUT005210,Karnataka,Mysuru,6574448250,Silver,,name in local language in app
PIDINF000726,Kavya Prasad,Carpenter,PIDOUT004569,Tamil Nadu,Hosur,8040261643,Gold,12/02/2025,mapped to old outlet
PIDINF000727,Senthil Prasad,Painter,PIDOUT004933,Karnataka,Belagavi,7483500288,Inactive,2025-11-25,same mobile as dealer
PIDINF000728,Manoj Prasad,Carpenter,PIDOUT007635,Karnataka,Mangaluru,8058928464,Silver,2024-11-23,inactive but purchases seen
PIDINF000729,Geetha Varma,Painter,PIDOUT006348,Kerala,Thrissur,8209369893,Silver,,name in local language in app
PIDINF000730,Senthil Menon,Waterproofing applicator,PIDOUT001089,Telangana,Khammam,7835279237,Bronze,2025-05-08,inactive but purchases seen
PIDINF000731,Bala Reddy,Mason,PIDOUT004771,Kerala,Kottayam,8344030446,Silver,,mapped to old outlet
PIDINF000732,Suresh Babu,Painter,PIDOUT007743,Karnataka,Hubballi,,Inactive,06/27/2025,mapped to old outlet
PIDINF000733,Deepak Joseph,Mason,PIDOUT003907,Telangana,Nizamabad,6624262046,Platinum,2025-08-30,mapped to old outlet
PIDINF000734,Senthil Pillai,Painter,PIDOUT003834,Karnataka,Udupi,7862478494,Platinum,14/07/2025,name in local language in app
PIDINF000735,Ganesh Varma,Carpenter,PIDOUT008006,Andhra Pradesh,Tirupati,6328555841,Platinum,2026-02-17,same mobile as dealer
PIDINF000736,Bala Joseph,Mason,PIDOUT007489,Tamil Nadu,Coimbatore,7081710660,Silver,,mapped to old outlet
PIDINF000737,Senthil Babu,Painter,PIDOUT005207,Karnataka,Tumakuru,6761574146,Gold,,inactive but purchases seen
PIDINF000738,Geetha Rao,Waterproofing applicator,PIDOUT008521,Karnataka,Ballari,7818999004,Silver,,mapped to old outlet
PIDINF000739,Revathi Reddy,Tile contractor,PIDOUT003660,Tamil Nadu,Trichy,7325097849,Bronze,2024-07-21,same mobile as dealer
PIDINF000740,Lokesh Khan,Painter,PIDOUT001295,Tamil Nadu,Kanchipuram,9242015290,Bronze,,mapped to old outlet
PIDINF000741,Venkatesh Patil,Tile contractor,PIDOUT004579,Tamil Nadu,Kanchipuram,6913471567,Bronze,,inactive but purchases seen
PIDINF000742,Sowmya Reddy,Painter,PIDOUT008042,Telangana,Siddipet,9175328073,Silver,2024-08-07,inactive but purchases seen
PIDINF000743,Lokesh Joseph,Tile contractor,PIDOUT006493,Telangana,Khammam,8080423171,Bronze,2024-10-04,
PIDINF000744,Prakash Gowda,Tile contractor,PIDOUT008116,Karnataka,Tumakuru,8628653739,Bronze,2024-07-09,mapped to old outlet
PIDINF000745,Irfan Kumar,Waterproofing applicator,PIDOUT000200,Tamil Nadu,Chennai,6542965343,Inactive,2024-12-06,mapped to old outlet
PIDINF000746,Sanjay Rao,Carpenter,PIDOUT005667,Andhra Pradesh,Rajahmundry,8964208853,Inactive,07-Jun-25,name in local language in app
PIDINF000747,Geetha Rao,Painter,PIDOUT008888,Telangana,Karimnagar,8911553213,Inactive,2025-03-07,same mobile as dealer
PIDINF000748,Yusuf Patil,Mason,PIDOUT004157,Karnataka,Ballari,9746828389,Gold,08/06/2025,same mobile as dealer
PIDINF000749,Irfan Das,Tile contractor,PIDOUT000751,Karnataka,Belagavi,6958927736,Silver,,
PIDINF000750,Priya Patil,Waterproofing applicator,PIDOUT000176,Andhra Pradesh,Anantapur,9145838104,Bronze,21/09/2024,
PIDINF000751,Bala Khan,Waterproofing applicator,PIDOUT001841,Karnataka,Kalaburagi,,Silver,2025-08-19,same mobile as dealer
PIDINF000752,Karthik Reddy,Mason,PIDOUT003504,KERALA,Thiruvananthapuram,6001325755,Inactive,2025-04-27,mapped to old outlet
PIDINF000753,Bala Babu,Painter,PIDOUT008331,Tamil Nadu,Trichy,9423655537,Gold,2026-03-26,mapped to old outlet
PIDINF000754,Hari Iyer,Mason,PIDOUT006787,Karnataka,Hubballi,8459517967,Gold,2025-04-01,mapped to old outlet
PIDINF000755,Arun Naidu,Mason,PIDOUT006606,Karnataka,Kalaburagi,8820129786,Bronze,2025-07-11,
PIDINF000756,Meena Acharya,Tile contractor,PIDOUT008988,Karnataka,Bengaluru,9098798241,Silver,2025-03-14,inactive but purchases seen
PIDINF000757,Revathi Prasad,Mason,PIDOUT003695,Puducherry,Karaikal,8411682796,Gold,,
PIDINF000758,Karthik Joseph,Tile contractor,PIDOUT001048,Tamil Nadu,Hosur,9307586799,Silver,2025-06-05,mapped to old outlet
PIDINF000759,Arun Patil,Painter,PIDOUT000384,Tamil Nadu,Chennai,6593136339,Platinum,2024-04-04,name in local language in app
PIDINF000760,Sanjay Shetty,Mason,PIDOUT002616,Kerala,Alappuzha,9374650129,Inactive,,same mobile as dealer
PIDINF000761,Manoj Rao,Carpenter,PIDOUT007769,A.P.,Kadapa,,Gold,2025-08-27,mapped to old outlet
PIDINF000762,Arun Joseph,Carpenter,PIDOUT003966,TG,Siddipet,7286156507,Inactive,,
PIDINF000763,Venkatesh Acharya,Painter,PIDOUT003298,Andhra Pradesh,Kurnool,9093780445,Platinum,2025-06-10,name in local language in app
PIDINF000764,Manoj Babu,Painter,PIDOUT002679,Karnataka,Udupi,9430572159,Silver,2025-02-12,
PIDINF000765,Lokesh Joseph,Mason,PIDOUT005206,Kerala,Kollam,7955245732,Platinum,2025-06-24,
PIDINF000766,Venkatesh Prasad,Painter,PIDOUT001052,Tamil Nadu,Madurai,9613635520,Gold,2025-11-22,same mobile as dealer
PIDINF000767,Suresh Khan,Carpenter,PIDOUT007181,Karnataka,Udupi,8999330504,Inactive,2026-02-17,inactive but purchases seen
PIDINF000768,Meena Shetty,Mason,PIDOUT004540,Kerala,Kollam,9202630047,Bronze,2025-06-18,name in local language in app
PIDINF000769,Arun Iyer,Tile contractor,PIDOUT007340,Andhra Pradesh,Nellore,6470294121,Silver,2025-10-02,name in local language in app
PIDINF000770,Yusuf Pillai,Mason,PIDOUT000549,Andhra Pradesh,Rajahmundry,8016351058,Platinum,10/01/2024,same mobile as dealer
PIDINF000771,Hari Rao,Tile contractor,PIDOUT002830,Andhra Pradesh,Kakinada,8838828229,Bronze,2025-12-28,same mobile as dealer
PIDINF000772,Lokesh Acharya,Painter,PIDOUT005526,Telangana,Adilabad,NA,Inactive,09/27/2025,
PIDINF000773,Suresh Babu,Mason,PIDOUT007593,Andhra Pradesh,Visakhapatnam,7208656345,Platinum,2024-12-27,
